date,i,j,co_order_cnt,rn
2026-04-12,1000000066,1000000093,2,18
2026-04-12,1000000066,1000000112,1,26
2026-04-12,1000000066,1000000121,5,12
2026-04-12,1000000066,1000000127,6,11
2026-04-12,1000000066,1000000128,10,8
2026-04-12,1000000066,1000000142,1,27
2026-04-12,1000000066,1000000143,2,19
2026-04-12,1000000066,1000000144,5,13
2026-04-12,1000000069,1000000027,1,22
2026-04-12,1000000069,1000000028,2,16
2026-04-12,1000000069,1000000035,3,14
2026-04-12,1000000069,1000000042,11,5
2026-04-12,1000000069,1000000043,18,3
2026-04-12,1000000069,1000000044,17,4
2026-04-12,1000000069,1000000045,27,2
2026-04-12,1000000069,1000000062,7,10
2026-04-12,1000000069,1000000063,10,6
2026-04-12,1000000069,1000000064,58,1
2026-04-12,1000000069,1000000065,4,13
2026-04-12,1000000069,1000000066,10,7
2026-04-12,1000000069,1000000070,1,23
2026-04-12,1000000069,1000000071,2,17
2026-04-12,1000000069,1000000083,6,11
2026-04-12,1000000069,1000000085,1,24
2026-04-12,1000000069,1000000087,1,25
2026-04-12,1000000069,1000000089,1,26
2026-04-12,1000000069,1000000090,1,27
2026-04-12,1000000069,1000000091,2,18
2026-04-12,1000000069,1000000092,2,19
2026-04-12,1000000069,1000000093,2,20
2026-04-12,1000000069,1000000094,1,28
2026-04-12,1000000069,1000000121,8,9
2026-04-12,1000000069,1000000127,9,8
2026-04-12,1000000069,1000000128,3,15
2026-04-12,1000000069,1000000142,2,21
2026-04-12,1000000069,1000000143,1,29
2026-04-12,1000000069,1000000144,5,12
2026-04-12,1000000070,1000000027,3,6
2026-04-12,1000000070,1000000028,2,9
2026-04-12,1000000070,1000000033,1,13
2026-04-12,1000000070,1000000042,2,10
2026-04-12,1000000070,1000000043,6,1
2026-04-12,1000000070,1000000044,2,11
2026-04-12,1000000070,1000000045,4,3
2026-04-12,1000000070,1000000062,1,14
2026-04-12,1000000070,1000000063,3,7
2026-04-12,1000000070,1000000064,4,4
2026-04-12,1000000070,1000000066,4,5
2026-04-12,1000000070,1000000069,1,15
2026-04-12,1000000070,1000000071,5,2
2026-04-12,1000000070,1000000072,3,8
2026-04-12,1000000070,1000000083,1,16
2026-04-12,1000000070,1000000110,1,17
2026-04-12,1000000070,1000000121,2,12
2026-04-12,1000000070,1000000128,1,18
2026-04-12,1000000071,1000000027,4,7
2026-04-12,1000000071,1000000028,3,10
2026-04-12,1000000071,1000000033,1,16
2026-04-12,1000000071,1000000035,1,17
2026-04-12,1000000071,1000000042,10,2
2026-04-12,1000000071,1000000043,7,3
2026-04-12,1000000071,1000000044,6,4
2026-04-12,1000000071,1000000045,5,5
2026-04-12,1000000071,1000000062,3,11
2026-04-12,1000000071,1000000063,2,12
2026-04-12,1000000071,1000000064,11,1
2026-04-12,1000000071,1000000065,1,18
2026-04-12,1000000071,1000000069,2,13
2026-04-12,1000000071,1000000070,5,6
2026-04-12,1000000071,1000000072,2,14
2026-04-12,1000000071,1000000083,4,8
2026-04-12,1000000071,1000000087,1,19
2026-04-12,1000000071,1000000088,1,20
2026-04-12,1000000071,1000000113,2,15
2026-04-12,1000000071,1000000127,4,9
2026-04-12,1000000071,1000000128,1,21
2026-04-12,1000000071,1000000142,1,22
2026-04-12,1000000072,1000000028,1,8
2026-04-12,1000000072,1000000042,2,5
2026-04-12,1000000072,1000000043,1,9
2026-04-12,1000000072,1000000044,3,1
2026-04-12,1000000072,1000000045,3,2
2026-04-12,1000000072,1000000062,1,10
2026-04-12,1000000072,1000000063,1,11
2026-04-12,1000000072,1000000064,3,3
2026-04-12,1000000072,1000000066,1,12
2026-04-12,1000000072,1000000070,3,4
2026-04-12,1000000072,1000000071,2,6
2026-04-12,1000000072,1000000083,1,13
2026-04-12,1000000072,1000000127,2,7
2026-04-12,1000000074,1000000042,1,1
2026-04-12,1000000074,1000000043,1,2
2026-04-12,1000000074,1000000062,1,3
2026-04-12,1000000074,1000000064,1,4
2026-04-12,1000000074,1000000091,1,5
2026-04-12,1000000083,1000000027,1,21
2026-04-12,1000000083,1000000028,2,14
2026-04-12,1000000083,1000000033,7,8
2026-04-12,1000000083,1000000035,8,7
2026-04-12,1000000083,1000000042,16,2
2026-04-12,1000000083,1000000043,9,6
2026-04-12,1000000083,1000000044,2,15
2026-04-12,1000000083,1000000045,12,3
2026-04-12,1000000083,1000000062,12,4
2026-04-12,1000000083,1000000063,7,9
2026-04-12,1000000083,1000000064,17,1
2026-04-12,1000000083,1000000065,2,16
2026-04-12,1000000083,1000000066,1,22
2026-04-12,1000000083,1000000069,6,11
2026-04-12,1000000083,1000000070,1,23
2026-04-12,1000000083,1000000071,4,12
2026-04-12,1000000083,1000000072,1,24
2026-04-12,1000000083,1000000085,1,25
2026-04-12,1000000083,1000000087,1,26
2026-04-12,1000000083,1000000088,1,27
2026-04-12,1000000083,1000000090,2,17
2026-04-12,1000000083,1000000091,1,28
2026-04-12,1000000083,1000000093,2,18
2026-04-12,1000000083,1000000094,2,19
2026-04-12,1000000083,1000000108,3,13
2026-04-12,1000000083,1000000110,1,29
2026-04-12,1000000083,1000000112,1,30
2026-04-12,1000000083,1000000113,1,31
2026-04-12,1000000083,1000000121,7,10
2026-04-12,1000000083,1000000127,11,5
2026-04-12,1000000083,1000000128,2,20
2026-04-12,1000000083,1000000142,1,32
2026-04-12,1000000084,1000000042,2,13
2026-04-12,1000000084,1000000043,1,17
2026-04-12,1000000084,1000000045,1,18
2026-04-12,1000000084,1000000062,5,6
2026-04-12,1000000084,1000000063,3,11
2026-04-12,1000000084,1000000064,10,4
2026-04-12,1000000084,1000000065,1,19
2026-04-12,1000000084,1000000066,2,14
2026-04-12,1000000084,1000000085,15,1
2026-04-12,1000000084,1000000086,4,8
2026-04-12,1000000084,1000000087,15,2
2026-04-12,1000000084,1000000088,6,5
2026-04-12,1000000084,1000000090,11,3
2026-04-12,1000000084,1000000091,2,15
2026-04-12,1000000084,1000000092,2,16
2026-04-12,1000000084,1000000093,5,7
2026-04-12,1000000084,1000000094,1,20
2026-04-12,1000000084,1000000108,3,12
2026-04-12,1000000084,1000000110,4,9
2026-04-12,1000000084,1000000111,4,10
2026-04-12,1000000084,1000000113,1,21
2026-04-12,1000000084,1000000127,1,22
2026-04-12,1000000084,1000000128,1,23
2026-04-12,1000000084,1000000142,1,24
2026-04-12,1000000084,1000000143,1,25
2026-04-12,1000000085,1000000027,1,23
2026-04-12,1000000085,1000000033,1,24
2026-04-12,1000000085,1000000042,3,14
2026-04-12,1000000085,1000000043,2,17
2026-04-12,1000000085,1000000045,4,12
2026-04-12,1000000085,1000000062,3,15
2026-04-12,1000000085,1000000063,4,13
2026-04-12,1000000085,1000000064,16,1
2026-04-12,1000000085,1000000065,2,18
2026-04-12,1000000085,1000000069,1,25
2026-04-12,1000000085,1000000083,1,26
2026-04-12,1000000085,1000000084,15,2
2026-04-12,1000000085,1000000086,8,6
2026-04-12,1000000085,1000000087,8,7
2026-04-12,1000000085,1000000088,9,4
2026-04-12,1000000085,1000000089,2,19
2026-04-12,1000000085,1000000090,12,3
2026-04-12,1000000085,1000000091,9,5
2026-04-12,1000000085,1000000092,7,8
2026-04-12,1000000085,1000000093,6,9
2026-04-12,1000000085,1000000094,2,20
2026-04-12,1000000085,1000000108,5,10
2026-04-12,1000000085,1000000110,1,27
2026-04-12,1000000085,1000000111,3,16
2026-04-12,1000000085,1000000112,1,28
2026-04-12,1000000085,1000000113,1,29
2026-04-12,1000000085,1000000121,2,21
2026-04-12,1000000085,1000000127,1,30
2026-04-12,1000000085,1000000128,1,31
2026-04-12,1000000085,1000000142,5,11
2026-04-12,1000000085,1000000144,2,22
2026-04-12,1000000086,1000000035,1,15
2026-04-12,1000000086,1000000042,3,7
2026-04-12,1000000086,1000000043,2,11
2026-04-12,1000000086,1000000044,1,16
2026-04-12,1000000086,1000000045,3,8
2026-04-12,1000000086,1000000062,1,17
2026-04-12,1000000086,1000000063,2,12
2026-04-12,1000000086,1000000064,11,1
2026-04-12,1000000086,1000000084,4,6
2026-04-12,1000000086,1000000085,8,3
2026-04-12,1000000086,1000000087,5,4
2026-04-12,1000000086,1000000088,11,2
2026-04-12,1000000086,1000000089,3,9
2026-04-12,1000000086,1000000090,2,13
2026-04-12,1000000086,1000000091,5,5
2026-04-12,1000000086,1000000092,3,10
2026-04-12,1000000086,1000000093,1,18
2026-04-12,1000000086,1000000094,2,14
2026-04-12,1000000086,1000000108,1,19
2026-04-12,1000000086,1000000111,1,20
2026-04-12,1000000086,1000000112,1,21
2026-04-12,1000000086,1000000127,1,22
2026-04-12,1000000086,1000000128,1,23
2026-04-12,1000000086,1000000143,1,24
2026-04-12,1000000086,1000000144,1,25
2026-04-12,1000000087,1000000028,1,25
2026-04-12,1000000087,1000000033,2,19
2026-04-12,1000000087,1000000035,2,20
2026-04-12,1000000087,1000000042,3,16
2026-04-12,1000000087,1000000043,8,6
2026-04-12,1000000087,1000000044,1,26
2026-04-12,1000000087,1000000045,2,21
2026-04-12,1000000087,1000000062,2,22
2026-04-12,1000000087,1000000063,4,11
2026-04-12,1000000087,1000000064,20,1
2026-04-12,1000000087,1000000065,1,27
2026-04-12,1000000087,1000000066,4,12
2026-04-12,1000000087,1000000069,1,28
2026-04-12,1000000087,1000000071,1,29
2026-04-12,1000000087,1000000083,1,30
2026-04-12,1000000087,1000000084,15,2
2026-04-12,1000000087,1000000085,8,7
2026-04-12,1000000087,1000000086,5,9
2026-04-12,1000000087,1000000088,11,3
2026-04-12,1000000087,1000000089,1,31
2026-04-12,1000000087,1000000090,9,5
2026-04-12,1000000087,1000000091,11,4
2026-04-12,1000000087,1000000092,4,13
2026-04-12,1000000087,1000000093,4,14
2026-04-12,1000000087,1000000094,1,32
2026-04-12,1000000087,1000000108,4,15
2026-04-12,1000000087,1000000110,1,33
2026-04-12,1000000087,1000000111,5,10
2026-04-12,1000000087,1000000112,1,34
2026-04-12,1000000087,1000000113,3,17
2026-04-12,1000000087,1000000121,6,8
2026-04-12,1000000087,1000000127,3,18
2026-04-12,1000000087,1000000128,2,23
2026-04-12,1000000087,1000000142,1,35
2026-04-12,1000000087,1000000143,1,36
2026-04-12,1000000087,1000000144,2,24
2026-04-12,1000000088,1000000035,5,8
2026-04-12,1000000088,1000000042,2,17
2026-04-12,1000000088,1000000043,4,10
2026-04-12,1000000088,1000000045,5,9
2026-04-12,1000000088,1000000062,3,12
2026-04-12,1000000088,1000000063,3,13
2026-04-12,1000000088,1000000064,19,1
2026-04-12,1000000088,1000000066,1,21
2026-04-12,1000000088,1000000071,1,22
2026-04-12,1000000088,1000000083,1,23
2026-04-12,1000000088,1000000084,6,6
2026-04-12,1000000088,1000000085,9,4
2026-04-12,1000000088,1000000086,11,2
2026-04-12,1000000088,1000000087,11,3
2026-04-12,1000000088,1000000089,3,14
2026-04-12,1000000088,1000000090,4,11
2026-04-12,1000000088,1000000091,9,5
2026-04-12,1000000088,1000000092,6,7
2026-04-12,1000000088,1000000093,2,18
2026-04-12,1000000088,1000000094,1,24
2026-04-12,1000000088,1000000110,1,25
2026-04-12,1000000088,1000000111,2,19
2026-04-12,1000000088,1000000112,2,20
2026-04-12,1000000088,1000000113,1,26
2026-04-12,1000000088,1000000121,3,15
2026-04-12,1000000088,1000000127,3,16
2026-04-12,1000000088,1000000128,1,27
2026-04-12,1000000088,1000000144,1,28
2026-04-12,1000000089,1000000045,1,7
2026-04-12,1000000089,1000000062,1,8
2026-04-12,1000000089,1000000063,1,9
2026-04-12,1000000089,1000000064,2,3
2026-04-12,1000000089,1000000069,1,10
2026-04-12,1000000089,1000000085,2,4
2026-04-12,1000000089,1000000086,3,1
2026-04-12,1000000089,1000000087,1,11
2026-04-12,1000000089,1000000088,3,2
2026-04-12,1000000089,1000000091,1,12
2026-04-12,1000000089,1000000121,2,5
2026-04-12,1000000089,1000000127,1,13
2026-04-12,1000000089,1000000128,1,14
2026-04-12,1000000089,1000000144,2,6
2026-04-12,1000000090,1000000042,2,14
2026-04-12,1000000090,1000000043,3,12
2026-04-12,1000000090,1000000045,1,17
2026-04-12,1000000090,1000000062,1,18
2026-04-12,1000000090,1000000063,3,13
2026-04-12,1000000090,1000000064,14,2
2026-04-12,1000000090,1000000066,1,19
2026-04-12,1000000090,1000000069,1,20
2026-04-12,1000000090,1000000083,2,15
2026-04-12,1000000090,1000000084,11,4
2026-04-12,1000000090,1000000085,12,3
2026-04-12,1000000090,1000000086,2,16
2026-04-12,1000000090,1000000087,9,6
2026-04-12,1000000090,1000000088,4,9
2026-04-12,1000000090,1000000091,20,1
2026-04-12,1000000090,1000000092,6,8
2026-04-12,1000000090,1000000093,10,5
2026-04-12,1000000090,1000000094,4,10
2026-04-12,1000000090,1000000108,9,7
2026-04-12,1000000090,1000000111,4,11
2026-04-12,1000000090,1000000112,1,21
2026-04-12,1000000090,1000000121,1,22
2026-04-12,1000000090,1000000127,1,23
2026-04-12,1000000090,1000000128,1,24
2026-04-12,1000000090,1000000144,1,25
2026-04-12,1000000091,1000000043,2,15
2026-04-12,1000000091,1000000045,3,12
2026-04-12,1000000091,1000000062,2,16
2026-04-12,1000000091,1000000063,1,21
2026-04-12,1000000091,1000000064,21,1
2026-04-12,1000000091,1000000069,2,17
2026-04-12,1000000091,1000000074,1,22
2026-04-12,1000000091,1000000083,1,23
2026-04-12,1000000091,1000000084,2,18
2026-04-12,1000000091,1000000085,9,5
2026-04-12,1000000091,1000000086,5,9
2026-04-12,1000000091,1000000087,11,3
2026-04-12,1000000091,1000000088,9,6
2026-04-12,1000000091,1000000089,1,24
2026-04-12,1000000091,1000000090,20,2
2026-04-12,1000000091,1000000092,11,4
2026-04-12,1000000091,1000000093,9,7
2026-04-12,1000000091,1000000094,6,8
2026-04-12,1000000091,1000000108,4,11
2026-04-12,1000000091,1000000110,2,19
2026-04-12,1000000091,1000000111,5,10
2026-04-12,1000000091,1000000112,2,20
2026-04-12,1000000091,1000000113,3,13
2026-04-12,1000000091,1000000127,3,14
2026-04-12,1000000091,1000000144,1,25
2026-04-12,1000000092,1000000035,1,15
2026-04-12,1000000092,1000000043,1,16
2026-04-12,1000000092,1000000044,1,17
2026-04-12,1000000092,1000000045,2,11
2026-04-12,1000000092,1000000062,1,18
2026-04-12,1000000092,1000000063,1,19
2026-04-12,1000000092,1000000064,15,1
2026-04-12,1000000092,1000000069,2,12
2026-04-12,1000000092,1000000084,2,13
2026-04-12,1000000092,1000000085,7,3
2026-04-12,1000000092,1000000086,3,9
2026-04-12,1000000092,1000000087,4,6
2026-04-12,1000000092,1000000088,6,4
2026-04-12,1000000092,1000000090,6,5
2026-04-12,1000000092,1000000091,11,2
2026-04-12,1000000092,1000000093,4,7
2026-04-12,1000000092,1000000108,2,14
2026-04-12,1000000092,1000000111,4,8
2026-04-12,1000000092,1000000112,3,10
2026-04-12,1000000092,1000000113,1,20
2026-04-12,1000000092,1000000127,1,21
2026-04-12,1000000093,1000000035,4,11
2026-04-12,1000000093,1000000042,1,26
2026-04-12,1000000093,1000000043,2,15
2026-04-12,1000000093,1000000044,3,14
2026-04-12,1000000093,1000000045,5,8
2026-04-12,1000000093,1000000062,2,16
2026-04-12,1000000093,1000000063,2,17
2026-04-12,1000000093,1000000064,42,1
2026-04-12,1000000093,1000000066,2,18
2026-04-12,1000000093,1000000069,2,19
2026-04-12,1000000093,1000000083,2,20
2026-04-12,1000000093,1000000084,5,9
2026-04-12,1000000093,1000000085,6,7
2026-04-12,1000000093,1000000086,1,27
2026-04-12,1000000093,1000000087,4,12
2026-04-12,1000000093,1000000088,2,21
2026-04-12,1000000093,1000000090,10,4
2026-04-12,1000000093,1000000091,9,5
2026-04-12,1000000093,1000000092,4,13
2026-04-12,1000000093,1000000094,5,10
2026-04-12,1000000093,1000000108,13,2
2026-04-12,1000000093,1000000110,2,22
2026-04-12,1000000093,1000000111,11,3
2026-04-12,1000000093,1000000112,2,23
2026-04-12,1000000093,1000000113,2,24
2026-04-12,1000000093,1000000121,1,28
2026-04-12,1000000093,1000000127,7,6
2026-04-12,1000000093,1000000128,1,29
2026-04-12,1000000093,1000000144,2,25
2026-04-12,1000000094,1000000035,1,14
2026-04-12,1000000094,1000000042,3,8
2026-04-12,1000000094,1000000043,1,15
2026-04-12,1000000094,1000000044,1,16
2026-04-12,1000000094,1000000045,3,9
2026-04-12,1000000094,1000000062,1,17
2026-04-12,1000000094,1000000063,1,18
2026-04-12,1000000094,1000000064,7,1
2026-04-12,1000000094,1000000069,1,19
2026-04-12,1000000094,1000000083,2,11
2026-04-12,1000000094,1000000084,1,20
2026-04-12,1000000094,1000000085,2,12
2026-04-12,1000000094,1000000086,2,13
2026-04-12,1000000094,1000000087,1,21
2026-04-12,1000000094,1000000088,1,22
2026-04-12,1000000094,1000000090,4,4
2026-04-12,1000000094,1000000091,6,2
2026-04-12,1000000094,1000000093,5,3
2026-04-12,1000000094,1000000108,4,5
2026-04-12,1000000094,1000000110,4,6
2026-04-12,1000000094,1000000111,4,7
2026-04-12,1000000094,1000000112,3,10
2026-04-12,1000000094,1000000113,1,23
2026-04-12,1000000094,1000000121,1,24
2026-04-12,1000000094,1000000142,1,25
2026-04-12,1000000094,1000000143,1,26
2026-04-12,1000000094,1000000144,1,27
2026-04-12,1000000108,1000000035,1,14
2026-04-12,1000000108,1000000045,5,3
2026-04-12,1000000108,1000000062,1,15
2026-04-12,1000000108,1000000063,1,16
2026-04-12,1000000108,1000000064,5,4
2026-04-12,1000000108,1000000083,3,9
2026-04-12,1000000108,1000000084,3,10
2026-04-12,1000000108,1000000085,5,5
2026-04-12,1000000108,1000000086,1,17
2026-04-12,1000000108,1000000087,4,6
2026-04-12,1000000108,1000000090,9,2
2026-04-12,1000000108,1000000091,4,7
2026-04-12,1000000108,1000000092,2,11
2026-04-12,1000000108,1000000093,13,1
2026-04-12,1000000108,1000000094,4,8
2026-04-12,1000000108,1000000110,2,12
2026-04-12,1000000108,1000000112,2,13
2026-04-12,1000000108,1000000113,1,18
2026-04-12,1000000108,1000000127,1,19
2026-04-12,1000000108,1000000142,1,20
2026-04-12,1000000108,1000000144,1,21
2026-04-12,1000000110,1000000027,1,11
2026-04-12,1000000110,1000000042,1,12
2026-04-12,1000000110,1000000044,2,6
2026-04-12,1000000110,1000000045,1,13
2026-04-12,1000000110,1000000063,2,7
2026-04-12,1000000110,1000000064,3,5
2026-04-12,1000000110,1000000065,1,14
2026-04-12,1000000110,1000000070,1,15
2026-04-12,1000000110,1000000083,1,16
2026-04-12,1000000110,1000000084,4,1
2026-04-12,1000000110,1000000085,1,17
2026-04-12,1000000110,1000000087,1,18
2026-04-12,1000000110,1000000088,1,19
2026-04-12,1000000110,1000000091,2,8
2026-04-12,1000000110,1000000093,2,9
2026-04-12,1000000110,1000000094,4,2
2026-04-12,1000000110,1000000108,2,10
2026-04-12,1000000110,1000000111,4,3
2026-04-12,1000000110,1000000112,4,4
2026-04-12,1000000110,1000000128,1,20
2026-04-12,1000000110,1000000142,1,21
2026-04-12,1000000110,1000000143,1,22
2026-04-12,1000000111,1000000035,1,21
2026-04-12,1000000111,1000000042,1,22
2026-04-12,1000000111,1000000043,2,18
2026-04-12,1000000111,1000000044,1,23
2026-04-12,1000000111,1000000045,3,14
2026-04-12,1000000111,1000000062,7,4
2026-04-12,1000000111,1000000063,8,3
2026-04-12,1000000111,1000000064,12,1
2026-04-12,1000000111,1000000065,3,15
2026-04-12,1000000111,1000000084,4,8
2026-04-12,1000000111,1000000085,3,16
2026-04-12,1000000111,1000000086,1,24
2026-04-12,1000000111,1000000087,5,5
2026-04-12,1000000111,1000000088,2,19
2026-04-12,1000000111,1000000090,4,9
2026-04-12,1000000111,1000000091,5,6
2026-04-12,1000000111,1000000092,4,10
2026-04-12,1000000111,1000000093,11,2
2026-04-12,1000000111,1000000094,4,11
2026-04-12,1000000111,1000000110,4,12
2026-04-12,1000000111,1000000112,2,20
2026-04-12,1000000111,1000000113,4,13
2026-04-12,1000000111,1000000121,1,25
2026-04-12,1000000111,1000000127,5,7
2026-04-12,1000000111,1000000144,3,17
2026-04-12,1000000112,1000000027,1,13
2026-04-12,1000000112,1000000035,1,14
2026-04-12,1000000112,1000000042,2,7
2026-04-12,1000000112,1000000043,3,4
2026-04-12,1000000112,1000000045,4,2
2026-04-12,1000000112,1000000063,1,15
2026-04-12,1000000112,1000000064,1,16
2026-04-12,1000000112,1000000065,1,17
2026-04-12,1000000112,1000000066,1,18
2026-04-12,1000000112,1000000083,1,19
2026-04-12,1000000112,1000000085,1,20
2026-04-12,1000000112,1000000086,1,21
2026-04-12,1000000112,1000000087,1,22
2026-04-12,1000000112,1000000088,2,8
2026-04-12,1000000112,1000000090,1,23
2026-04-12,1000000112,1000000091,2,9
2026-04-12,1000000112,1000000092,3,5
2026-04-12,1000000112,1000000093,2,10
2026-04-12,1000000112,1000000094,3,6
2026-04-12,1000000112,1000000108,2,11
2026-04-12,1000000112,1000000110,4,3
2026-04-12,1000000112,1000000111,2,12
2026-04-12,1000000112,1000000113,5,1
2026-04-12,1000000112,1000000121,1,24
2026-04-12,1000000112,1000000127,1,25
2026-04-12,1000000112,1000000144,1,26
2026-04-12,1000000113,1000000028,1,11
2026-04-12,1000000113,1000000033,1,12
2026-04-12,1000000113,1000000042,1,13
2026-04-12,1000000113,1000000043,2,8
2026-04-12,1000000113,1000000045,3,5
2026-04-12,1000000113,1000000062,1,14
2026-04-12,1000000113,1000000063,4,3
2026-04-12,1000000113,1000000064,8,1
2026-04-12,1000000113,1000000071,2,9
2026-04-12,1000000113,1000000083,1,15
2026-04-12,1000000113,1000000084,1,16
2026-04-12,1000000113,1000000085,1,17
2026-04-12,1000000113,1000000087,3,6
2026-04-12,1000000113,1000000088,1,18
2026-04-12,1000000113,1000000091,3,7
2026-04-12,1000000113,1000000092,1,19
2026-04-12,1000000113,1000000093,2,10
2026-04-12,1000000113,1000000094,1,20
2026-04-12,1000000113,1000000108,1,21
2026-04-12,1000000113,1000000111,4,4
2026-04-12,1000000113,1000000112,5,2
2026-04-12,1000000113,1000000121,1,22
2026-04-12,1000000113,1000000128,1,23
2026-04-12,1000000121,1000000028,1,24
2026-04-12,1000000121,1000000033,5,13
2026-04-12,1000000121,1000000035,14,5
2026-04-12,1000000121,1000000042,21,2
2026-04-12,1000000121,1000000043,20,4
2026-04-12,1000000121,1000000044,13,6
2026-04-12,1000000121,1000000045,21,3
2026-04-12,1000000121,1000000062,6,11
2026-04-12,1000000121,1000000063,11,7
2026-04-12,1000000121,1000000064,32,1
2026-04-12,1000000121,1000000065,5,14
2026-04-12,1000000121,1000000066,5,15
2026-04-12,1000000121,1000000069,8,8
2026-04-12,1000000121,1000000070,2,19
2026-04-12,1000000121,1000000083,7,9
2026-04-12,1000000121,1000000085,2,20
2026-04-12,1000000121,1000000087,6,12
2026-04-12,1000000121,1000000088,3,17
2026-04-12,1000000121,1000000089,2,21
2026-04-12,1000000121,1000000090,1,25
2026-04-12,1000000121,1000000093,1,26
2026-04-12,1000000121,1000000094,1,27
2026-04-12,1000000121,1000000111,1,28
2026-04-12,1000000121,1000000112,1,29
2026-04-12,1000000121,1000000113,1,30
2026-04-12,1000000121,1000000127,7,10
2026-04-12,1000000121,1000000128,4,16
2026-04-12,1000000121,1000000142,2,22
2026-04-12,1000000121,1000000143,3,18
2026-04-12,1000000121,1000000144,2,23
2026-04-12,1000000127,1000000033,4,17
2026-04-12,1000000127,1000000035,5,15
2026-04-12,1000000127,1000000042,20,7
2026-04-12,1000000127,1000000043,24,6
2026-04-12,1000000127,1000000044,25,5
2026-04-12,1000000127,1000000045,32,4
2026-04-12,1000000127,1000000062,61,3
2026-04-12,1000000127,1000000063,84,2
2026-04-12,1000000127,1000000064,135,1
2026-04-12,1000000127,1000000065,2,23
2026-04-12,1000000127,1000000066,6,13
2026-04-12,1000000127,1000000069,9,9
2026-04-12,1000000127,1000000071,4,18
2026-04-12,1000000127,1000000072,2,24
2026-04-12,1000000127,1000000083,11,8
2026-04-12,1000000127,1000000084,1,25
2026-04-12,1000000127,1000000085,1,26
2026-04-12,1000000127,1000000086,1,27
2026-04-12,1000000127,1000000087,3,19
2026-04-12,1000000127,1000000088,3,20
2026-04-12,1000000127,1000000089,1,28
2026-04-12,1000000127,1000000090,1,29
2026-04-12,1000000127,1000000091,3,21
2026-04-12,1000000127,1000000092,1,30
2026-04-12,1000000127,1000000093,7,10
2026-04-12,1000000127,1000000108,1,31
2026-04-12,1000000127,1000000111,5,16
2026-04-12,1000000127,1000000112,1,32
2026-04-12,1000000127,1000000121,7,11
2026-04-12,1000000127,1000000128,7,12
2026-04-12,1000000127,1000000142,6,14
2026-04-12,1000000127,1000000144,3,22
2026-04-12,1000000128,1000000027,2,15
2026-04-12,1000000128,1000000033,1,19
2026-04-12,1000000128,1000000035,2,16
2026-04-12,1000000128,1000000042,6,8
2026-04-12,1000000128,1000000043,8,4
2026-04-12,1000000128,1000000044,6,9
2026-04-12,1000000128,1000000045,14,2
2026-04-12,1000000128,1000000062,6,10
2026-04-12,1000000128,1000000063,8,5
2026-04-12,1000000128,1000000064,29,1
2026-04-12,1000000128,1000000065,7,6
2026-04-12,1000000128,1000000066,10,3
2026-04-12,1000000128,1000000069,3,13
2026-04-12,1000000128,1000000070,1,20
2026-04-12,1000000128,1000000071,1,21
2026-04-12,1000000128,1000000083,2,17
2026-04-12,1000000128,1000000084,1,22
2026-04-12,1000000128,1000000085,1,23
2026-04-12,1000000128,1000000086,1,24
2026-04-12,1000000128,1000000087,2,18
2026-04-12,1000000128,1000000088,1,25
2026-04-12,1000000128,1000000089,1,26
2026-04-12,1000000128,1000000090,1,27
2026-04-12,1000000128,1000000093,1,28
2026-04-12,1000000128,1000000110,1,29
2026-04-12,1000000128,1000000113,1,30
2026-04-12,1000000128,1000000121,4,12
2026-04-12,1000000128,1000000127,7,7
2026-04-12,1000000128,1000000142,3,14
2026-04-12,1000000128,1000000143,1,31
2026-04-12,1000000128,1000000144,5,11
2026-04-12,1000000142,1000000033,1,16
2026-04-12,1000000142,1000000035,1,17
2026-04-12,1000000142,1000000042,7,2
2026-04-12,1000000142,1000000043,3,7
2026-04-12,1000000142,1000000044,3,8
2026-04-12,1000000142,1000000045,6,3
2026-04-12,1000000142,1000000062,3,9
2026-04-12,1000000142,1000000063,2,11
2026-04-12,1000000142,1000000064,11,1
2026-04-12,1000000142,1000000065,2,12
2026-04-12,1000000142,1000000066,1,18
2026-04-12,1000000142,1000000069,2,13
2026-04-12,1000000142,1000000071,1,19
2026-04-12,1000000142,1000000083,1,20
2026-04-12,1000000142,1000000084,1,21
2026-04-12,1000000142,1000000085,5,5
2026-04-12,1000000142,1000000087,1,22
2026-04-12,1000000142,1000000094,1,23
2026-04-12,1000000142,1000000108,1,24
2026-04-12,1000000142,1000000110,1,25
2026-04-12,1000000142,1000000121,2,14
2026-04-12,1000000142,1000000127,6,4
2026-04-12,1000000142,1000000128,3,10
2026-04-12,1000000142,1000000143,2,15
2026-04-12,1000000142,1000000144,5,6
2026-04-12,1000000143,1000000042,4,4
2026-04-12,1000000143,1000000043,7,2
2026-04-12,1000000143,1000000044,2,8
2026-04-12,1000000143,1000000045,5,3
2026-04-12,1000000143,1000000062,3,5
2026-04-12,1000000143,1000000063,1,12
2026-04-12,1000000143,1000000064,9,1
2026-04-12,1000000143,1000000065,3,6
2026-04-12,1000000143,1000000066,2,9
2026-04-12,1000000143,1000000069,1,13
2026-04-12,1000000143,1000000084,1,14
2026-04-12,1000000143,1000000086,1,15
2026-04-12,1000000143,1000000087,1,16
2026-04-12,1000000143,1000000094,1,17
2026-04-12,1000000143,1000000110,1,18
2026-04-12,1000000143,1000000121,3,7
2026-04-12,1000000143,1000000128,1,19
